id,team_id
77,91
78,91
79,91
80,91
81,91
82,91
84,91
85,91
86,91
87,91
88,91
89,91
90,91
91,91
93,91
94,91
95,91
96,91
97,91
98,91
685,91
687,91
697,91
713,91
721,91
83,94
101,94
102,94
103,94
104,94
46,7
47,7
48,7
49,7
50,7
51,7
53,7
54,7
55,7
56,7
57,7
58,7
59,7
60,7
61,7
62,7
63,7
64,7
65,7
183,90
184,90
185,90
186,90
187,90
188,90
189,90
190,90
191,90
192,90
193,90
194,90
196,90
197,90
199,90
201,90
203,90
204,90
205,90
208,90
209,90
212,90
213,90
214,90
215,90
216,90
217,90
218,90
219,90
67,91
1,3
2,3
3,3
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
28,3
29,3
30,3
31,3
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
27,94
106,94
120,94
195,90
99,91
109,94
127,94
137,94
146,36
243,8
281,31
391,91
305,11
315,54
319,54
322,54
323,54
326,54
328,54
330,54
332,54
664,54
340,2
350,2
366,14
375,14
405,43
408,43
409,43
424,43
427,43
430,43
736,43
432,1
433,1
435,1
437,1
440,1
441,1
444,1
445,1
447,1
450,1
452,1
455,1
458,1
459,1
462,1
463,1
465,1
466,1
681,1
733,1
135,4
473,4
252,8
497,4
426,17
502,17
503,17
504,17
505,17
506,17
507,17
508,17
509,17
510,17
511,17
512,17
514,17
517,17
519,17
521,17
522,17
523,17
524,17
525,17
526,17
669,17
693,17
699,17
729,17
734,17
528,56
529,56
530,56
531,56
532,56
533,56
534,56
535,56
536,56
537,56
538,56
539,56
540,56
541,56
542,56
543,56
544,56
545,56
546,56
547,56
548,56
630,11
550,56
551,56
552,56
553,56
554,56
555,56
556,56
557,56
558,56
559,56
560,56
561,56
562,56
563,56
564,56
668,56
670,56
678,56
683,56
694,56
724,56
730,56
735,56
565,6
566,6
567,6
568,6
569,6
570,6
571,6
572,6
573,6
574,6
575,6
576,6
577,6
578,6
579,6
580,6
581,6
582,6
583,6
584,6
585,6
586,6
587,6
588,6
589,6
590,6
591,6
592,6
593,6
594,6
595,6
596,6
597,6
598,6
599,6
673,6
717,6
726,6
149,21
600,21
601,21
602,21
603,21
604,21
605,21
606,21
607,21
608,21
609,21
610,21
611,21
612,21
613,21
614,21
615,21
616,21
617,21
618,21
619,21
620,21
621,21
622,21
623,21
624,21
625,21
626,21
659,21
671,21
679,21
708,21
718,21
738,21
627,39
628,39
629,39
631,39
632,39
633,39
634,39
635,39
636,39
637,39
638,39
639,39
640,39
641,39
642,39
643,39
644,39
645,39
646,39
647,39
648,39
649,39
650,39
651,39
652,39
653,39
654,39
655,39
656,39
657,39
658,39
663,39
682,39
695,39
709,39
720,39
