id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
669,a,,,4.0,671,57,0,0,0,0,0.0,666,72,0,0,0.0,612,68,0,0,0.0,479,57,0.0,0.0,0,2029,13,1821,26,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,69,0.0,590,56,0.0,550,38,0.0,606,69,,,,33,
276,u,0.0,0.0,4.5,364,64,0,0,0,0,0.4,294,46,0,0,0.0,687,64,0,0,0.0,605,45,0.0,0.0,0,59882,0,220047,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681,60,0.0,674,58,0.0,653,59,0.0,681,60,,,,33,
572,a,100.0,100.0,4.3,596,136,0,0,-2,2,0.2,357,135,19,1,1.1,433,145,0,75,1.8,206,59,0.4,4.4,0,47018,1146,48346,483,1.8,1.8,0.7,0.11,0.81,16.14,0.06,0.01,0.07,1.49,175.0,305,113,31.1,390,138,48.0,321,105,25.5,360,120,,,,33,
593,d,25.0,25.0,4.8,299,36,0,0,-2,2,3.0,115,41,68,0,2.4,231,74,3,315,0.5,346,110,0.1,14.2,1,622267,34,838445,4865,0.1,0.1,2.48,0.25,2.73,37.76,0.11,0.01,0.12,1.63,511.6,106,40,88.6,292,84,303.0,98,5,90.8,144,38,,,,33,
594,a,100.0,100.0,4.2,615,150,0,0,-3,3,7.8,47,16,83,2,2.5,203,60,5,379,2.8,119,29,0.7,19.8,2,3102294,6216,2832029,8243,2.8,2.8,0.62,1.68,2.3,43.35,0.02,0.06,0.08,1.52,547.2,87,33,285.6,129,28,112.0,240,67,94.4,133,33,,,,33,
613,d,25.0,25.0,4.5,413,255,0,0,0,0,0.0,567,217,6,0,1.0,479,219,0,40,0.0,636,234,0.0,1.3,0,13743,7,12388,80,0.0,0.0,0.08,0.37,0.45,3.09,0.04,0.19,0.23,1.6,40.4,434,199,29.9,393,211,8.0,428,221,7.9,443,213,,,,33,
288,a,100.0,100.0,4.0,639,164,0,0,0,0,0.3,316,120,16,2,0.9,521,179,0,65,1.0,274,79,0.2,4.0,0,59253,225,58756,419,0.5,-0.5,0.0,0.48,0.48,31.69,0.0,0.03,0.03,2.26,251.8,251,92,31.4,387,136,10.0,417,149,29.4,342,114,,,,33,
289,a,100.0,100.0,4.8,309,59,0,0,-2,2,0.6,252,43,30,1,1.5,378,39,2,97,1.2,263,25,0.3,6.2,0,229141,456,207547,1542,0.7,-0.3,1.25,0.05,1.3,15.92,0.18,0.01,0.19,2.27,79.8,398,38,40.4,367,42,144.0,207,38,25.8,359,39,,,3.0,33,
292,a,,,4.4,543,326,0,0,-1,1,0.2,399,132,0,0,0.0,680,263,0,0,0.0,593,207,0.0,0.0,0,47949,16,43339,114,-0.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674,260,0.0,667,260,0.0,645,251,0.0,674,260,,,,33,
398,a,100.0,100.0,7.4,20,13,0,0,-1,1,8.1,45,13,116,1,4.0,55,26,9,448,0.6,328,155,0.1,15.7,1,3470008,33788,5176278,8146,1.6,1.1,8.07,4.51,12.58,30.67,0.33,0.19,0.52,1.27,527.6,96,37,733.3,18,15,633.0,40,24,189.3,22,17,3.0,,3.0,33,
670,a,,,4.0,710,217,0,0,0,0,0.1,543,189,3,2,1.0,458,162,0,6,0.5,330,100,0.1,0.8,0,6502,604,3873,99,0.5,0.5,0.03,0.04,0.07,1.94,0.02,0.02,0.04,1.06,23.0,464,168,18.9,423,150,5.0,447,163,4.7,474,168,,,,33,
673,a,,,4.5,463,293,0,0,0,0,0.0,735,307,0,0,0.0,746,312,0,0,0.0,676,268,0.0,0.0,0,704,11,578,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742,309,0.0,736,309,0.0,721,302,0.0,742,309,,,,33,
691,a,,,4.0,708,215,0,0,0,0,0.0,681,230,0,0,0.0,639,231,0,0,0.0,511,196,0.0,0.0,0,963,13,900,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632,231,0.0,617,230,0.0,580,221,0.0,632,231,,,,33,
716,a,,,4.1,633,39,0,0,-4,4,0.1,427,59,12,0,3.0,137,20,0,52,0.0,540,69,0.0,2.9,0,45594,100,35052,406,-1.0,-0.5,0.0,0.01,0.01,7.02,0.0,0.0,0.0,1.76,102.6,376,33,10.1,451,11,0.0,606,50,11.2,420,33,,,,33,
717,u,0.0,0.0,4.5,491,309,0,0,0,0,0.0,779,331,0,0,0.0,764,325,0,0,0.0,698,283,0.0,0.0,0,468,0,407,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761,322,0.0,757,322,0.0,742,316,0.0,761,322,,,,33,
539,i,0.0,0.0,4.4,550,87,0,0,-1,1,1.1,191,28,0,0,0.0,683,63,0,0,0.0,599,44,0.0,0.0,0,583317,287,505308,1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677,59,0.0,670,57,0.0,648,58,0.0,677,59,,,,33,
540,u,0.0,0.0,4.5,387,240,0,0,0,0,0.1,414,140,0,0,0.0,698,271,0,0,0.0,619,221,0.0,0.0,0,33477,0,37966,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692,268,0.0,686,268,0.0,667,260,0.0,692,268,,,,33,
541,a,100.0,100.0,6.9,31,15,1,-1,4,-4,13.0,30,8,158,8,5.6,9,4,38,743,3.8,83,10,0.6,22.9,3,6086888,374506,5427285,5140,4.3,3.8,7.39,4.71,12.1,39.82,0.3,0.19,0.49,1.59,829.2,14,3,706.3,23,1,764.0,20,10,230.1,8,3,1.0,3.0,3.0,33,
542,a,100.0,100.0,4.2,600,138,0,0,-3,3,0.1,436,154,17,0,1.1,432,144,1,57,0.0,543,219,0.0,4.0,0,23456,59,33267,81,0.5,0.0,0.5,0.07,0.57,18.56,0.05,0.01,0.06,1.72,204.2,283,102,31.3,389,137,55.0,310,98,29.1,345,116,,,,33,
543,a,100.0,75.0,4.3,560,111,0,0,-2,2,0.3,301,113,64,1,2.5,204,61,4,254,2.8,120,30,0.7,14.9,0,65284,480,53373,802,3.3,2.1,1.12,1.2,2.32,28.78,0.06,0.06,0.12,1.43,457.0,136,52,164.9,214,52,133.0,215,52,75.6,185,54,,,,33,
544,a,,,4.7,327,211,0,0,-3,3,0.0,589,229,28,0,1.2,421,203,0,128,0.0,704,287,0.0,6.0,0,5351,10,7744,21,0.5,0.0,0.55,0.35,0.9,10.16,0.1,0.07,0.17,1.93,114.6,360,167,101.7,275,167,34.0,349,188,25.3,362,180,,,,33,
545,u,0.0,0.0,5.0,220,47,0,0,0,0,0.1,482,68,0,0,0.0,779,80,0,0,0.0,743,69,0.0,0.0,0,7594,0,34127,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779,79,0.0,778,79,0.0,772,79,0.0,779,79,,,,33,
546,u,0.0,0.0,4.5,444,72,0,0,0,0,1.0,209,35,0,0,0.0,731,67,0,0,0.0,660,50,0.0,0.0,0,86763,0,536062,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726,64,0.0,720,62,0.0,705,64,0.0,726,64,,,,33,
547,i,0.0,0.0,4.4,552,334,0,0,-1,1,0.0,590,230,0,0,0.0,684,266,0,0,0.0,601,214,0.0,0.0,0,11793,20,12347,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678,263,0.0,671,263,0.0,650,255,0.0,678,263,,,,33,
557,u,0.0,0.0,4.8,287,186,0,0,-2,2,0.1,431,148,47,0,2.8,159,71,5,252,0.0,711,291,0.0,9.8,1,105788,0,114736,68,0.0,0.0,1.3,0.87,2.17,27.26,0.09,0.06,0.15,1.8,356.8,182,74,166.7,212,139,120.0,231,130,64.4,223,112,,,,33,
558,i,0.0,0.0,3.8,779,265,0,0,-2,2,0.8,236,92,3,0,0.6,541,187,0,24,0.0,415,138,0.0,0.8,0,204502,1035,190894,2468,0.0,0.0,0.33,0.03,0.36,5.63,0.07,0.01,0.08,1.15,110.2,365,129,27.3,398,141,21.0,381,129,16.0,397,135,,,,33,
18,a,100.0,100.0,6.6,40,3,0,0,6,-6,31.1,5,1,127,7,4.0,53,6,14,538,2.6,140,36,0.4,19.2,3,3949760,19342,4553408,135233,0.0,7.7,2.42,1.27,3.69,25.33,0.08,0.04,0.12,0.81,635.8,56,22,146.9,232,61,116.0,237,65,90.2,145,39,,,,33,
20,a,100.0,100.0,4.9,249,157,0,0,-1,1,0.8,237,73,99,2,3.2,120,55,8,513,2.8,125,51,0.6,20.2,0,304401,299,280240,2874,0.0,8.1,2.0,2.2,4.2,24.81,0.07,0.08,0.15,0.92,558.8,80,29,326.4,106,79,170.0,178,110,105.9,112,66,,,,33,
21,a,100.0,100.0,4.3,569,117,0,0,-2,2,0.1,460,160,15,2,1.5,371,121,0,63,1.8,204,58,0.4,3.5,0,14599,141,9638,1202,0.0,6.1,0.21,0.5,0.71,1.47,0.11,0.26,0.37,0.76,40.4,433,158,90.5,289,83,13.0,408,145,14.5,405,138,,,,33,
22,i,0.0,0.0,4.8,302,37,0,0,-2,2,0.0,599,206,1,0,1.0,503,176,0,2,0.0,716,256,0.0,0.2,0,1966,24,8025,14,0.0,0.0,0.18,0.0,0.18,0.04,2.7,0.0,2.7,0.6,0.4,540,191,0.3,507,187,9.0,424,153,1.0,520,182,,,,33,
23,a,100.0,100.0,6.7,37,18,0,0,-3,3,3.5,99,32,136,24,4.0,54,25,16,500,7.2,11,4,1.1,20.3,2,1034053,20863,881501,29030,0.0,16.9,6.14,3.5,9.64,19.96,0.24,0.14,0.38,0.79,543.4,89,33,543.4,50,41,723.0,25,14,180.6,30,23,4.0,,4.0,33,
24,a,100.0,100.0,6.1,74,6,0,0,-4,4,2.2,135,51,37,6,2.8,168,45,0,150,1.6,228,64,0.3,6.1,0,176991,1729,1000081,2137,0.0,5.7,0.4,0.54,0.94,11.23,0.04,0.06,0.1,1.18,165.8,317,118,108.4,268,74,64.0,301,92,33.8,318,102,,,,33,
25,a,100.0,100.0,4.8,298,35,0,0,-2,2,0.9,219,85,36,11,3.0,144,37,2,122,3.4,98,25,0.7,7.5,1,104635,1033,317626,1222,0.0,9.3,0.28,0.26,0.54,2.36,0.06,0.05,0.11,0.48,55.0,418,149,63.3,331,106,53.0,314,102,17.0,393,133,,,,33,
73,n,0.0,100.0,4.1,624,36,0,0,-4,4,0.7,243,32,7,0,3.5,88,14,0,30,0.0,536,66,0.0,1.7,0,92009,77,257968,568,0.0,2.5,0.0,0.0,0.0,2.91,0.0,0.0,0.0,1.46,77.8,399,35,0.0,639,65,0.0,603,47,7.8,444,35,,,,33,
186,a,100.0,100.0,6.7,36,17,0,0,-3,3,0.8,227,71,23,2,1.5,385,184,0,51,1.2,269,125,0.2,3.4,0,54915,100,163304,302,0.0,4.9,1.32,0.46,1.78,3.7,0.28,0.1,0.38,0.79,63.6,413,191,117.6,258,161,112.0,243,135,29.1,346,170,,3.0,,33,
578,d,25.0,25.0,5.8,92,8,0,0,-2,2,1.2,186,73,37,0,2.2,264,85,1,133,0.0,780,262,0.0,6.4,1,246303,30,422400,924,0.0,0.6,0.86,0.68,1.54,9.51,0.08,0.07,0.15,0.93,249.6,252,93,116.2,259,68,174.0,171,30,53.9,255,80,,,,33,
597,a,100.0,100.0,4.5,424,264,0,0,0,0,0.4,285,85,30,3,1.6,357,165,0,181,1.6,227,104,0.4,6.7,0,102324,999,64490,3776,0.0,5.7,0.12,0.42,0.54,11.26,0.01,0.04,0.05,0.95,141.2,341,155,129.2,247,157,48.0,323,175,31.5,335,167,,,,33,
633,a,100.0,100.0,6.1,73,46,0,0,1,-1,3.3,110,35,85,4,3.4,106,52,8,301,3.4,100,38,0.6,13.9,1,650830,4066,217457,68563,0.0,9.3,4.47,1.14,5.61,12.69,0.29,0.07,0.36,0.82,411.4,156,60,241.1,157,108,449.0,62,40,110.1,105,65,,,,33,
638,a,,,4.5,423,263,0,0,0,0,0.0,677,277,0,0,0.0,721,291,0,0,0.0,644,242,0.0,0.0,0,2644,11,2250,16,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715,288,0.0,710,288,0.0,692,280,0.0,715,288,,,,33,
639,a,,,4.5,460,18,0,0,0,0,0.1,535,69,0,0,0.0,745,82,0,0,0.0,674,82,0.0,0.0,0,4319,37,4740,41,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740,82,0.0,734,79,0.0,719,70,0.0,740,82,,,,33,
657,u,0.0,0.0,4.0,713,219,0,0,0,0,0.1,546,191,0,0,0.0,642,233,0,0,0.0,515,199,0.0,0.0,0,11257,0,10230,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635,233,0.0,620,232,0.0,583,223,0.0,635,233,,,,33,
659,a,,,4.5,474,300,0,0,0,0,0.0,676,276,0,0,0.0,755,318,0,0,0.0,687,275,0.0,0.0,0,2962,10,2509,18,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751,315,0.0,746,315,0.0,730,308,0.0,751,315,,,,33,
662,a,,,4.0,680,190,0,0,0,0,0.1,533,184,0,0,0.0,619,214,0,0,0.0,487,175,0.0,0.0,0,6743,96,5074,113,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612,214,0.0,596,212,0.0,557,201,0.0,612,214,,,,33,
665,a,,,4.5,398,66,0,0,0,0,0.2,388,61,1,1,1.0,477,46,0,5,0.2,389,37,0.0,0.2,0,58335,167,47346,318,0.0,2.9,0.07,0.0,0.07,0.04,1.05,0.0,1.05,0.6,3.0,524,55,0.0,692,60,17.0,398,50,2.0,503,54,,,,33,
735,a,,,1.5,783,4,0,0,0,0,18.2,222,2,81,17,0.0,571,19,0,0,6.6,17,10,4.4,54.0,0,234030,530,116114,34088,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562,19,0.0,537,19,0.0,491,19,0.0,562,19,,,,33,
35,u,0.0,0.0,4.5,371,57,0,0,0,0,0.3,326,124,21,0,2.1,268,87,1,69,0.0,609,247,0.0,4.7,0,50956,0,95203,80,0.0,0.0,0.64,0.08,0.72,11.88,0.07,0.01,0.08,1.29,150.6,333,125,9.2,460,160,54.0,312,100,21.5,381,130,,,,33,
36,a,,,4.5,366,56,0,0,0,0,6.1,65,21,81,0,2.7,178,50,6,351,1.2,259,74,0.3,18.0,2,2180663,1383,1766491,50999,0.0,1.4,0.8,3.84,4.64,33.99,0.03,0.15,0.18,1.37,488.8,122,47,568.2,45,6,112.0,241,68,116.8,99,17,2.0,2.0,,33,
42,a,100.0,100.0,5.0,209,131,0,0,0,0,0.0,579,223,39,4,1.8,329,150,1,234,1.8,217,99,0.4,7.8,0,9847,108,8424,155,0.0,2.6,0.37,0.64,1.01,18.88,0.02,0.04,0.06,1.24,264.6,236,104,165.1,213,140,42.0,336,183,47.3,279,142,,,,33,
51,a,100.0,100.0,4.5,367,15,0,0,0,0,0.1,417,57,8,0,2.7,179,29,0,21,0.0,607,81,0.0,1.8,0,15130,62,18572,234,0.0,-1.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,1.88,37.0,438,37,0.0,676,78,0.0,655,67,3.7,481,37,,,,33,
52,a,100.0,100.0,4.2,618,153,0,0,-3,3,0.8,235,91,41,1,2.0,285,91,2,200,1.8,203,57,0.4,9.8,1,258625,227,333706,1824,0.0,2.6,0.51,0.35,0.86,24.75,0.03,0.02,0.05,1.29,302.0,216,77,66.9,324,101,98.0,254,71,46.9,280,86,,,,33,
53,a,100.0,100.0,5.4,130,79,0,0,-1,1,0.3,309,93,64,5,2.5,220,92,3,254,2.4,158,67,0.4,11.9,0,110143,254,116200,1562,0.0,3.8,1.44,2.09,3.53,22.26,0.09,0.13,0.22,1.35,226.8,265,120,273.5,137,95,225.0,141,91,72.4,196,102,,,,33,
54,a,100.0,100.0,5.7,97,64,0,0,7,-7,22.2,13,5,145,7,4.4,28,14,15,476,6.4,19,6,1.1,25.4,4,6973702,23854,5105778,160228,0.0,11.8,6.05,4.16,10.21,40.09,0.2,0.14,0.34,1.31,659.8,47,12,631.8,38,33,652.0,36,22,194.4,20,15,,,,33,
55,u,0.0,0.0,4.0,659,49,0,0,0,0,0.0,794,82,0,0,0.0,602,62,0,0,0.0,467,49,0.0,0.0,0,0,0,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596,63,0.0,578,48,0.0,538,30,0.0,596,63,,,,33,
56,u,0.0,0.0,4.0,687,197,0,0,0,0,0.0,556,193,0,0,0.0,624,219,0,0,0.0,493,181,0.0,0.0,0,0,0,19203,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,219,0.0,601,217,0.0,563,207,0.0,617,219,,,,33,
57,a,,,5.5,110,68,0,0,0,0,1.3,178,59,109,9,3.2,123,57,12,645,4.8,43,19,0.9,19.8,0,365568,2342,336677,6156,0.0,8.6,3.04,5.79,8.83,41.69,0.09,0.18,0.27,1.29,753.0,24,5,944.0,6,6,303.0,100,66,200.0,19,14,1.0,,2.0,33,
58,a,100.0,100.0,8.9,9,3,0,0,-1,1,18.5,19,5,168,12,4.9,18,7,29,573,4.2,61,7,0.5,18.9,6,5023402,28207,6555111,123328,0.0,7.4,14.33,1.65,15.98,33.75,0.57,0.07,0.64,1.35,703.2,33,6,314.6,112,9,1033.0,5,3,203.1,15,4,,,1.0,33,
167,a,100.0,100.0,4.2,614,149,0,0,-3,3,0.4,277,106,33,1,2.5,202,59,0,133,0.6,322,97,0.1,7.9,0,121192,138,125286,2700,0.0,0.2,0.37,0.37,0.74,16.7,0.04,0.04,0.08,1.77,169.6,310,115,75.6,310,94,51.0,316,103,29.7,339,112,,,,33,
233,a,100.0,100.0,4.8,314,203,0,0,-2,2,2.1,139,46,55,8,2.5,213,86,5,264,2.8,124,50,0.6,11.5,0,1445732,398,1482443,765,0.0,4.6,2.12,0.53,2.65,20.68,0.14,0.04,0.18,1.38,307.2,214,97,142.6,238,151,209.0,149,96,66.1,215,110,,,,33,
385,a,100.0,100.0,6.7,38,19,0,0,-3,3,7.0,56,19,95,9,3.8,71,33,9,333,4.2,60,26,0.6,14.2,1,1832531,11979,1508429,87934,0.0,7.4,4.67,3.43,8.1,21.68,0.3,0.22,0.52,1.38,398.4,162,65,451.1,71,55,369.0,77,51,122.1,92,60,,2.0,3.0,33,
598,a,,,3.9,766,253,0,0,-1,1,0.3,336,127,6,0,0.8,531,182,0,22,0.0,440,147,0.0,1.5,0,64527,115,58111,417,0.0,-1.0,0.04,0.13,0.17,9.28,0.01,0.02,0.03,1.77,84.8,393,140,33.3,383,133,15.0,402,139,13.3,410,140,,,,33,
640,u,0.0,0.0,4.0,686,196,0,0,0,0,0.1,525,181,0,0,0.0,623,218,0,0,0.0,492,180,0.0,0.0,0,8500,0,8281,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616,218,0.0,600,216,0.0,562,206,0.0,616,218,,,,33,
641,a,,,4.0,688,59,0,0,0,0,0.5,267,36,0,0,0.0,625,70,0,0,0.0,494,59,0.0,0.0,0,84077,52,53693,371,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618,71,0.0,602,58,0.0,564,40,0.0,618,71,,,,33,
656,u,0.0,0.0,4.4,542,325,0,0,-1,1,0.2,390,127,0,0,0.0,679,262,0,0,0.0,592,206,0.0,0.0,0,59513,0,51485,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673,259,0.0,666,259,0.0,644,250,0.0,673,259,,,,33,
737,a,,,0.8,790,11,0,0,0,0,6.5,317,6,77,11,0.0,558,6,0,0,8.2,6,4,10.2,96.2,0,254853,456,213013,7540,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549,6,0.0,524,6,0.0,478,6,0.0,549,6,,,,33,
762,a,,,6.2,56,30,0,0,2,-2,3.5,101,33,37,3,4.1,46,22,6,131,3.6,84,33,0.6,6.0,2,778559,3340,340635,78189,0.0,6.2,4.18,0.84,5.02,8.79,0.79,0.16,0.95,1.66,180.4,300,136,174.4,209,136,213.0,146,93,56.9,245,125,,,,33,
59,u,0.0,0.0,4.3,580,127,0,0,-2,2,0.1,448,158,8,0,2.7,173,46,0,31,0.0,560,230,0.0,1.9,0,12506,0,28981,48,0.0,0.0,0.0,0.01,0.01,0.28,0.0,0.01,0.01,0.3,13.2,488,177,3.2,475,169,0.0,619,245,1.7,507,176,,,,33,
60,a,100.0,100.0,4.9,254,162,0,0,-1,1,0.1,513,188,48,2,2.1,277,122,1,246,1.8,214,97,0.4,9.8,0,16130,113,11857,165,1.8,1.8,1.27,0.47,1.74,22.47,0.08,0.03,0.11,1.33,342.4,190,80,204.2,189,127,75.0,285,159,62.3,229,115,,,,33,
61,u,0.0,0.0,4.5,393,242,0,0,0,0,0.1,473,171,0,0,0.0,700,273,0,0,0.0,621,223,0.0,0.0,0,8381,0,46510,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694,270,0.0,688,270,0.0,670,262,0.0,694,270,,,,33,
64,a,100.0,100.0,5.0,200,123,0,0,0,0,0.2,400,133,78,1,2.4,235,99,3,474,2.5,152,63,0.5,15.6,0,60068,155,58458,215,2.5,2.5,0.94,3.67,4.61,39.93,0.03,0.12,0.15,1.33,577.8,67,22,705.7,24,20,112.0,242,134,139.6,67,46,1.0,2.0,,33,
65,i,0.0,0.0,5.4,123,34,0,0,-1,1,0.1,522,70,32,0,1.9,312,36,4,97,0.0,766,76,0.0,5.9,0,47061,10,47569,61,0.0,0.0,2.73,0.26,2.99,6.38,0.74,0.07,0.81,1.74,104.0,375,36,56.1,338,38,207.0,152,34,35.9,312,36,,4.0,,33,
70,a,100.0,100.0,5.3,158,21,0,0,8,-8,18.7,18,6,121,8,3.7,78,14,10,487,4.0,67,13,0.8,22.8,2,3085824,75736,1151341,16985,4.0,4.0,0.52,2.14,2.66,41.99,0.02,0.07,0.09,1.3,643.2,54,20,526.3,56,10,209.0,150,21,137.8,69,7,,,,33,
71,a,100.0,75.0,6.0,79,51,0,0,5,-5,12.3,35,10,149,2,5.1,12,6,14,507,0.5,362,171,0.1,24.8,4,5275334,58676,4106467,30425,0.5,0.4,9.58,3.32,12.9,28.6,0.43,0.15,0.58,1.27,692.6,36,7,617.6,40,34,698.0,30,17,201.0,17,12,,,1.0,33,
72,u,0.0,0.0,4.4,514,96,0,0,-1,1,0.0,637,219,0,0,0.0,673,254,0,0,0.0,577,240,0.0,0.0,0,287,0,6315,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666,255,0.0,658,254,0.0,633,251,0.0,666,255,,,,33,
74,a,100.0,100.0,4.7,344,224,0,0,-3,3,1.6,157,51,108,2,3.6,82,39,7,411,2.2,166,70,0.5,23.0,2,789020,1068,625122,7591,2.2,2.2,8.19,3.17,11.36,28.14,0.4,0.16,0.56,1.38,591.4,64,21,445.0,72,56,737.0,23,13,177.0,32,24,,,,33,
84,u,0.0,0.0,4.4,517,22,0,0,-1,1,0.1,451,62,19,0,3.8,63,9,1,76,0.0,578,78,0.0,4.3,0,19149,0,28323,92,0.0,0.0,0.0,0.01,0.01,7.36,0.0,0.0,0.0,1.47,146.4,336,30,0.0,659,75,0.0,635,63,14.6,404,31,,,,33,
85,a,100.0,100.0,4.4,532,105,0,0,-1,1,0.5,271,104,77,9,2.5,208,65,6,360,3.0,115,28,0.7,17.5,0,121605,2180,120998,550,3.0,3.0,0.98,0.52,1.5,35.75,0.03,0.02,0.05,1.21,550.8,84,32,154.6,222,55,51.0,317,104,75.9,183,52,,,,33,
152,a,100.0,100.0,4.6,350,12,0,0,1,-1,3.5,103,16,91,6,3.5,90,15,7,348,4.8,40,3,1.0,19.8,0,707767,18596,438600,5417,4.8,4.8,0.06,0.02,0.08,32.04,0.0,0.0,0.0,1.23,632.2,59,13,10.4,449,10,4.0,456,1,64.5,222,13,,,,33,
580,a,,,4.5,462,77,0,0,0,0,4.4,91,31,90,8,3.3,108,20,14,395,4.8,39,5,1.1,20.0,2,857667,25866,429890,5667,4.8,4.8,1.67,1.49,3.16,30.9,0.07,0.07,0.14,1.36,679.0,40,14,193.6,196,43,160.0,186,36,103.2,118,27,,,,33,
592,a,100.0,100.0,4.3,582,129,0,0,-2,2,0.1,442,156,9,1,1.0,466,170,0,14,0.2,382,127,0.0,2.1,0,11625,80,24890,40,0.2,0.2,0.0,0.05,0.05,6.95,0.0,0.01,0.01,1.75,41.8,429,156,10.2,450,158,4.0,453,166,5.7,462,163,,,,33,
617,a,100.0,100.0,5.8,91,25,0,0,-2,2,5.0,81,16,114,2,4.4,29,10,19,441,6.2,20,2,1.1,19.7,2,1655805,42564,1168368,20375,6.2,6.2,10.94,1.48,12.42,21.68,0.52,0.07,0.59,1.03,411.8,154,18,279.8,132,12,854.0,13,7,154.2,58,12,,,2.0,33,
680,a,,,4.0,679,189,0,0,0,0,0.0,568,195,0,0,0.0,618,213,0,0,0.0,486,174,0.0,0.0,0,7024,114,4672,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611,213,0.0,595,211,0.0,556,200,0.0,611,213,,,,33,
687,a,,,4.5,484,305,0,0,0,0,0.0,701,287,3,0,1.0,491,224,0,11,0.2,391,179,0.0,0.7,0,3322,29,2502,34,0.2,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.69,2.4,529,244,0.2,512,249,2.0,469,237,0.4,530,243,,,,33,
412,a,,,4.2,607,33,0,0,-3,3,0.1,469,63,0,0,0.0,662,78,0,0,0.0,545,72,0.0,0.0,0,3852,25,11073,55,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655,79,0.0,644,70,0.0,610,54,0.0,655,79,,,,33,
702,a,,,4.0,732,236,0,0,0,0,0.0,630,215,0,0,0.0,659,248,0,0,0.0,534,216,0.0,0.0,0,3396,69,1957,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652,248,0.0,637,247,0.0,601,239,0.0,652,248,,,,33,
707,a,,,4.5,483,83,0,0,0,0,0.1,504,69,1,0,1.0,490,52,0,3,0.0,694,60,0.0,0.2,0,18223,65,12925,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758,73,0.0,753,72,0.0,737,73,0.0,758,73,,,,33,
