id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat
195,i,0.0,0.0,4.3,594,135,0,0,-2,2,0.0,569,196,1,0,1.0,467,171,0,3,0.0,567,234,0.0,0.2,0,2630,11,14330,27,0.0,0.0,0.0,0.02,0.02,1.39,0.0,0.02,0.02,1.39,18.2,480,174,1.3,486,178,0.0,624,247,2.0,502,175,,,,33,
215,a,100.0,100.0,4.3,557,108,0,0,-2,2,0.1,497,174,1,0,1.0,463,167,0,3,0.2,377,124,0.0,0.2,0,4830,25,14103,56,0.0,-0.6,0.0,0.0,0.0,0.35,0.0,0.0,0.0,31.5,0.0,658,251,0.0,649,250,0.0,616,243,0.0,658,251,,,,33,
230,a,100.0,100.0,5.1,187,112,0,0,-4,4,1.1,192,64,71,1,4.4,26,12,6,321,1.5,239,114,0.3,13.9,2,1713804,410,1727340,463,1.5,1.0,0.87,3.99,4.85,19.23,0.07,0.31,0.38,1.5,307.6,213,96,557.7,47,39,171.0,176,109,103.8,116,70,1.0,,,33,
231,a,100.0,100.0,4.3,577,124,0,0,-2,2,5.0,76,25,94,1,3.1,125,30,6,362,2.2,164,46,0.5,21.9,0,1322406,12014,1648578,8279,2.2,1.7,0.43,1.76,2.19,34.81,0.01,0.06,0.07,1.19,500.6,117,45,350.9,100,20,75.0,283,85,92.9,140,37,,,,33,
232,a,100.0,100.0,5.2,170,43,0,0,-3,3,0.8,223,37,95,2,3.4,102,18,18,447,3.5,93,11,0.7,18.3,2,1020087,5446,964513,2297,3.5,3.0,5.17,1.19,6.36,26.39,0.22,0.05,0.27,1.12,499.0,119,13,300.4,119,10,418.0,68,23,122.1,91,19,,,,33,
310,a,100.0,100.0,5.5,107,2,0,0,0,0,8.9,41,7,99,6,4.3,33,6,9,380,2.2,174,14,0.4,18.0,2,1583301,25482,1944308,7851,3.2,3.7,0.0,0.2,0.2,17.25,0.0,0.01,0.01,0.75,448.2,140,20,13.0,436,9,0.0,789,81,46.0,284,20,,,,33,
311,a,100.0,75.0,7.2,23,1,0,0,2,-2,18.1,20,7,141,6,4.9,17,1,13,581,1.5,248,66,0.2,19.6,4,4491602,93382,6040850,9262,2.5,2.2,1.54,6.55,8.09,18.11,0.06,0.27,0.33,0.75,697.4,34,12,792.9,14,2,249.0,124,13,173.7,36,2,1.0,1.0,,33,
312,u,0.0,0.0,4.5,449,283,0,0,0,0,0.0,605,237,0,0,0.0,736,304,0,0,0.0,665,260,0.0,0.0,0,2712,0,17651,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731,301,0.0,725,301,0.0,710,294,0.0,731,301,,,,33,
234,a,100.0,100.0,4.4,525,101,0,0,-1,1,0.0,652,221,9,0,1.1,434,146,0,29,0.5,334,104,0.1,2.0,0,2651,40,4022,26,0.5,0.0,0.07,0.31,0.38,3.2,0.03,0.14,0.17,1.45,30.4,448,163,38.0,376,129,10.0,418,150,7.9,442,152,,,,33,
235,a,,,5.1,177,6,0,0,1,-1,14.7,27,3,132,1,4.0,47,8,12,493,4.0,65,5,0.8,25.9,4,2185846,33665,2244357,14713,4.0,3.5,0.0,0.21,0.21,41.11,0.0,0.01,0.01,1.25,893.0,9,2,20.3,415,3,0.0,781,78,91.2,142,2,,,,33,
236,d,75.0,100.0,4.9,237,28,0,0,-1,1,2.7,122,44,105,1,3.2,119,27,8,468,2.5,149,42,0.5,21.4,2,590567,2436,524155,20021,1.9,2.0,1.32,2.33,3.65,39.3,0.04,0.07,0.11,1.21,859.0,10,2,188.8,200,46,217.0,143,18,126.9,82,10,,,,33,
328,a,,,13.8,2,1,0,0,13,-13,71.3,1,1,320,3,9.7,1,1,51,1054,3.5,95,36,0.3,23.2,12,6897435,31217,2925752,11910,4.5,5.0,23.14,7.48,30.62,27.98,0.71,0.23,0.94,0.86,1473.4,1,1,1023.3,4,4,1801.0,1,1,429.7,1,1,,,2.0,33,
329,a,100.0,100.0,6.2,64,37,0,0,-3,3,1.8,149,49,107,3,3.3,112,54,5,518,5.0,36,15,0.8,17.3,1,315664,8102,429831,2269,6.0,6.5,2.74,4.74,7.48,21.46,0.1,0.17,0.27,0.78,574.4,70,23,667.0,30,25,336.0,89,58,157.6,55,39,4.0,,,33,
330,a,100.0,100.0,4.3,589,341,0,0,-2,2,0.1,537,201,0,0,0.0,668,255,0,0,0.0,565,194,0.0,0.0,0,10478,123,10992,96,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661,251,0.0,653,252,0.0,623,241,0.0,661,251,,,,33,
237,a,100.0,100.0,4.9,274,56,0,0,-1,1,0.0,664,82,1,0,0.5,549,62,0,5,0.2,402,39,0.0,0.2,0,4607,44,5079,39,0.2,-0.3,0.07,0.0,0.07,0.02,0.42,0.0,0.42,0.12,2.2,530,57,0.3,509,55,22.0,380,47,2.5,493,51,,,,33,
238,a,100.0,100.0,4.3,555,107,0,0,-2,2,1.5,162,61,82,0,3.0,139,35,8,278,0.5,332,102,0.1,19.1,1,673339,429,566640,4395,0.5,0.0,0.27,1.82,2.09,22.45,0.02,0.1,0.12,1.28,370.8,172,65,279.2,133,29,46.0,327,109,69.8,202,63,,1.0,,33,
450,a,100.0,100.0,4.7,341,221,-1,1,-3,3,0.1,548,205,23,1,2.1,272,119,3,103,1.0,286,130,0.2,4.9,1,15232,42,21049,200,1.0,0.5,1.38,0.45,1.83,7.59,0.28,0.09,0.37,1.52,120.4,350,160,141.1,240,152,149.0,197,120,41.2,297,152,,,,33,
265,a,100.0,100.0,5.1,181,108,0,0,-4,4,0.1,499,182,35,1,2.1,279,124,0,121,0.5,353,164,0.1,6.9,0,7878,22,27279,21,-0.5,-1.0,1.18,0.54,1.72,15.5,0.17,0.08,0.25,2.27,97.6,382,178,120.5,255,160,86.0,266,148,29.9,338,169,,,,33,
605,a,,,4.4,547,330,0,0,-1,1,0.0,583,226,1,0,1.0,473,215,0,1,0.0,596,210,0.0,0.2,0,7284,22,7459,39,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.32,1.0,538,248,0.5,498,244,6.0,441,227,0.8,523,241,,,,33,
622,a,100.0,100.0,5.0,203,126,0,0,0,0,0.0,634,254,48,2,1.8,328,149,2,303,1.8,216,98,0.4,9.6,0,4590,99,4210,28,2.3,1.8,0.16,0.54,0.7,26.32,0.01,0.02,0.03,1.2,296.4,218,100,260.3,145,101,34.0,350,189,59.0,236,121,,,,33,
753,a,,,1.1,785,6,0,0,0,0,2.2,464,10,76,1,0.0,563,11,0,0,5.2,29,11,4.7,69.1,0,21957,5718,15458,220,5.7,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554,11,0.0,529,11,0.0,483,11,0.0,554,11,,,,33,
260,u,0.0,0.0,4.7,332,62,0,0,-3,3,0.2,354,55,8,0,0.7,539,61,0,15,0.0,706,62,0.0,1.7,0,61694,0,87575,96,0.0,0.0,0.35,0.04,0.39,3.84,0.25,0.03,0.28,2.76,5.6,505,49,25.7,404,45,32.0,357,46,6.0,459,45,,,2.0,33,
261,u,0.0,0.0,4.0,690,199,0,0,0,0,0.0,692,236,0,0,0.0,626,220,0,0,0.0,495,182,0.0,0.0,0,0,0,2881,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,220,0.0,603,218,0.0,565,208,0.0,619,220,,,,33,
262,d,75.0,100.0,4.9,251,159,0,0,-1,1,0.0,690,282,28,0,1.8,327,148,0,108,2.8,126,52,0.6,5.7,0,2489,16,3006,45,1.3,1.3,1.54,1.03,2.57,10.71,0.23,0.16,0.39,1.62,106.8,370,174,94.9,284,172,127.0,226,129,32.9,327,162,,1.0,3.0,33,
263,a,100.0,100.0,3.8,775,261,0,0,-2,2,2.0,142,55,19,0,1.3,406,132,0,90,1.0,271,76,0.3,5.0,0,466811,791,302093,5109,0.0,-0.5,0.72,0.34,1.06,30.36,0.05,0.02,0.07,2.15,325.2,197,72,74.4,312,95,82.0,274,82,48.3,275,83,,,,33,
743,a,,,0.5,797,18,0,0,0,0,0.1,740,18,45,0,0.0,555,3,0,0,7.2,9,6,14.4,90.0,0,27128,55,8756,37,6.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546,3,0.0,521,3,0.0,475,3,0.0,546,3,,,,33,
345,a,100.0,100.0,9.4,7,5,1,-1,-1,1,6.9,57,20,96,5,4.0,57,28,9,401,4.0,72,31,0.4,10.2,3,1692497,10057,1807946,78628,0.0,9.0,3.51,5.68,9.19,19.74,0.22,0.35,0.57,1.23,405.2,160,63,782.3,15,13,346.0,84,55,153.1,59,41,1.0,1.0,4.0,33,
346,a,100.0,100.0,6.2,65,38,0,0,-3,3,1.4,167,53,77,5,3.1,135,62,3,387,2.0,194,88,0.3,12.4,1,522829,742,765072,4662,0.0,5.0,1.04,3.3,4.34,13.16,0.07,0.23,0.3,0.91,411.6,155,59,422.2,80,61,415.0,69,44,125.2,87,56,,,,33,
703,a,,,4.0,676,187,0,0,0,0,0.0,693,237,0,0,0.0,615,211,0,0,0.0,483,172,0.0,0.0,0,1209,31,906,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609,212,0.0,593,210,0.0,553,198,0.0,609,212,,,,33,
718,a,,,4.0,682,192,0,0,0,0,0.0,695,238,6,1,0.9,522,180,0,19,0.8,297,89,0.2,1.5,0,1207,18,781,24,0.3,0.3,0.04,0.14,0.18,4.99,0.02,0.06,0.08,2.13,58.0,416,148,42.7,359,118,9.0,421,152,10.9,422,147,,,,33,
719,a,,,4.0,729,233,0,0,0,0,0.0,720,243,0,0,0.0,656,245,0,0,0.0,531,213,0.0,0.0,0,658,12,525,21,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649,245,0.0,634,244,0.0,598,236,0.0,649,245,,,,33,
734,d,25.0,0.0,4.9,276,177,0,0,-1,1,0.0,752,314,6,0,1.5,380,180,0,13,0.0,732,307,0.0,1.2,0,1058,25,812,32,-0.1,0.0,0.12,0.01,0.13,5.1,0.08,0.01,0.09,3.26,15.8,484,225,11.4,444,229,9.0,425,220,3.7,482,228,,,,33,
748,a,100.0,100.0,0.5,798,19,0,0,0,0,0.1,768,20,26,4,0.0,556,4,0,0,3.5,86,16,7.0,52.0,0,2793,144,1881,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547,4,0.0,522,4,0.0,476,4,0.0,547,4,,,,33,
798,a,,,4.5,418,69,0,0,0,0,0.0,680,84,1,0,1.0,480,48,0,4,0.5,337,33,0.1,0.2,0,1840,152,266,143,0.0,0.0,0.0,0.01,0.01,0.85,0.0,0.9,0.9,76.5,5.2,508,50,11.8,442,48,0.0,687,62,1.7,509,56,,,,33,
82,a,100.0,100.0,7.3,22,9,0,0,-2,2,4.8,85,17,94,1,3.9,62,16,6,341,1.8,224,18,0.2,12.9,1,2799077,3657,5079747,7206,0.8,1.3,9.84,1.13,10.97,36.84,0.43,0.05,0.48,1.62,426.2,151,17,198.6,192,22,669.0,32,14,127.9,80,18,,,,33,
478,u,0.0,0.0,4.0,704,212,0,0,0,0,0.1,411,147,0,0,0.0,636,229,0,0,0.0,507,193,0.0,0.0,0,8361,0,44255,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629,229,0.0,614,228,0.0,577,219,0.0,629,229,,,,33,
646,u,0.0,0.0,4.5,473,299,0,0,0,0,0.0,633,253,2,0,1.0,488,223,0,4,0.0,686,274,0.0,0.4,0,9074,0,7982,16,0.0,0.0,0.02,0.01,0.03,0.0,0.45,0.22,0.67,0.0,4.0,516,237,10.6,448,231,1.0,471,239,1.5,513,238,,,,33,
647,a,,,4.5,442,279,0,0,0,0,0.0,644,257,0,0,0.0,730,300,0,0,0.0,659,256,0.0,0.0,0,4697,10,3918,18,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,297,0.0,719,297,0.0,703,290,0.0,725,297,,,,33,
650,a,100.0,100.0,4.5,390,67,0,0,0,0,1.0,210,82,103,7,3.3,107,19,9,420,1.7,225,62,0.4,22.9,1,215680,984,113581,9449,0.0,2.4,2.92,0.82,3.74,39.51,0.1,0.03,0.13,1.29,637.6,55,21,85.2,296,87,233.0,132,14,95.5,130,31,,,,33,
565,a,100.0,100.0,5.0,196,120,0,0,-5,5,0.2,376,118,45,5,2.4,233,97,3,162,4.8,41,17,1.0,9.0,1,18969,5389,29987,278,5.3,4.8,2.78,1.81,4.59,13.82,0.38,0.24,0.62,1.87,204.4,282,129,211.9,177,122,170.0,179,111,58.5,238,123,2.0,2.0,2.0,33,
566,a,100.0,100.0,5.4,132,37,0,0,-1,1,5.3,73,14,123,2,4.0,48,14,15,481,5.8,27,3,1.1,22.8,2,1651613,70320,1167716,11330,6.3,5.8,9.14,0.95,10.09,40.82,0.34,0.04,0.38,1.54,544.4,88,9,272.9,139,14,771.0,18,9,158.4,54,11,,,,33,
76,u,0.0,0.0,4.8,290,189,0,0,-2,2,0.0,592,231,10,0,1.0,502,232,0,52,0.0,712,292,0.0,2.1,0,6119,0,11234,13,0.0,0.0,0.55,0.97,1.52,3.35,0.28,0.5,0.78,1.71,54.0,419,194,102.4,274,166,47.0,326,176,20.4,383,185,,3.0,,33,
77,a,100.0,100.0,4.7,342,222,0,0,-3,3,0.0,610,241,21,0,1.3,411,197,0,113,1.5,230,106,0.3,4.5,0,3238,27,6706,28,1.5,1.5,0.66,0.75,1.41,8.06,0.1,0.11,0.21,1.2,121.8,349,159,125.8,250,159,105.0,249,140,35.3,314,158,,,,33,
78,a,100.0,100.0,5.7,98,65,0,0,2,-2,7.3,51,16,132,3,4.1,45,21,10,484,5.2,30,11,0.9,23.2,2,3374875,27609,2787951,13986,5.2,5.2,8.66,4.18,12.84,39.79,0.28,0.13,0.41,1.27,652.8,51,14,640.1,37,32,1091.0,4,2,237.7,7,5,,,,33,
79,a,100.0,100.0,4.6,355,50,0,0,-4,4,0.3,323,123,23,0,1.6,358,117,3,91,0.5,343,109,0.1,5.0,1,71361,792,147895,271,0.5,0.5,0.81,0.46,1.27,13.41,0.07,0.04,0.11,1.2,244.4,256,95,81.1,303,91,29.0,366,122,35.6,313,99,,,,33,
80,i,0.0,0.0,4.8,303,197,0,0,-2,2,0.1,455,160,23,0,1.9,310,138,2,90,0.0,717,296,0.0,4.8,1,69102,6,82983,37,0.0,0.0,1.18,1.29,2.47,4.08,0.46,0.51,0.97,1.6,112.0,362,169,115.3,261,162,195.0,158,99,42.3,292,148,,,,33,
81,a,100.0,100.0,4.4,496,83,0,0,-1,1,0.1,429,152,48,6,2.3,243,78,0,136,3.5,87,20,0.8,10.9,0,29600,622,40402,130,3.5,3.5,0.65,0.22,0.87,15.11,0.04,0.02,0.06,1.03,151.2,331,124,107.9,269,75,20.0,390,135,27.6,352,117,,,,33,
83,a,100.0,100.0,5.4,128,78,0,0,-1,1,0.2,359,111,74,1,3.1,133,60,3,286,0.5,357,168,0.1,13.7,0,122768,255,128831,257,0.5,0.5,5.21,2.52,7.73,19.67,0.3,0.15,0.45,1.14,393.4,164,66,537.5,54,44,395.0,72,47,132.5,76,52,2.0,1.0,,33,
643,a,100.0,100.0,4.0,691,200,0,0,0,0,0.2,405,145,1,0,1.0,455,159,0,3,0.0,496,183,0.0,0.2,0,27570,35,22080,105,0.0,0.5,0.0,0.0,0.0,0.09,0.0,0.0,0.0,8.1,2.0,532,188,0.0,604,219,0.0,566,209,0.2,537,189,,,,33,
43,u,0.0,0.0,4.0,672,183,0,0,0,0,0.0,723,245,0,0,0.0,613,209,0,0,0.0,480,169,0.0,0.0,0,0,0,1676,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607,210,0.0,591,208,0.0,551,196,0.0,607,210,,,,33,
44,a,100.0,100.0,4.4,510,92,0,0,-1,1,7.0,55,18,76,3,2.5,207,64,7,353,3.4,96,24,0.8,17.3,2,1528448,3063,1882563,30111,0.0,5.8,0.94,0.48,1.42,38.8,0.03,0.02,0.05,1.36,434.8,145,55,108.4,267,73,116.0,235,64,66.0,216,67,,,,33,
45,a,100.0,100.0,4.5,392,69,0,0,-5,5,1.4,172,67,43,8,1.7,340,110,0,162,3.8,77,17,0.8,9.6,0,123885,3636,348074,3583,0.0,6.6,0.75,2.28,3.03,12.69,0.08,0.23,0.31,1.31,234.6,260,96,271.4,141,30,177.0,168,28,68.4,208,65,,,,33,
46,u,0.0,0.0,4.0,668,54,0,0,0,0,0.0,793,81,0,0,0.0,609,65,0,0,0.0,476,54,0.0,0.0,0,0,0,89,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603,66,0.0,587,53,0.0,547,35,0.0,603,66,,,,33,
47,a,100.0,100.0,5.0,197,8,0,0,0,0,11.9,36,5,90,4,2.7,184,30,2,379,3.4,99,9,0.7,18.0,1,1795654,5007,1871638,33023,0.0,5.8,0.0,0.01,0.01,41.72,0.0,0.0,0.0,1.3,733.8,28,8,20.0,420,7,0.0,767,76,75.5,186,8,,,,33,
62,a,100.0,100.0,4.9,243,153,0,0,-1,1,0.0,603,235,46,1,1.8,326,147,2,181,0.8,310,141,0.2,9.4,0,9077,23,7995,72,0.8,0.8,2.2,1.66,3.86,14.39,0.25,0.19,0.44,1.62,167.4,315,142,253.1,149,103,235.0,130,85,64.9,220,111,,,,33,
63,i,0.0,0.0,4.9,247,155,0,0,-1,1,0.1,422,144,76,0,2.6,194,80,5,435,0.2,400,186,0.0,15.5,1,50742,13,61925,483,0.0,0.0,2.14,2.9,5.04,30.17,0.09,0.12,0.21,1.28,514.0,102,39,576.8,43,37,303.0,99,65,139.6,66,45,4.0,,,33,
66,u,0.0,0.0,5.0,217,138,0,0,0,0,0.0,742,308,0,0,0.0,778,334,0,0,0.0,742,316,0.0,0.0,0,23,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778,334,0.0,777,334,0.0,771,333,0.0,778,334,,,,33,
67,u,0.0,0.0,4.5,388,241,0,0,0,0,0.0,563,213,0,0,0.0,699,272,0,0,0.0,620,222,0.0,0.0,0,3525,0,19380,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693,269,0.0,687,269,0.0,668,261,0.0,693,269,,,,33,
68,a,100.0,100.0,3.9,759,249,0,0,-1,1,0.5,262,100,17,0,1.7,336,108,0,55,0.2,372,119,0.1,4.4,0,111755,204,102664,1137,0.2,0.2,0.29,0.25,0.54,8.54,0.06,0.05,0.11,1.73,97.0,383,135,38.4,375,128,29.0,364,120,16.6,396,134,,,,33,
69,a,100.0,100.0,4.5,439,71,0,0,0,0,1.1,202,30,10,0,0.9,524,59,0,32,0.5,338,34,0.1,2.2,0,475083,822,560390,1943,0.5,0.5,0.21,0.12,0.33,1.83,0.29,0.17,0.46,2.53,21.0,473,43,37.8,377,43,38.0,341,45,9.7,430,43,,,,33,
48,a,100.0,100.0,5.2,166,99,0,0,-3,3,0.7,247,78,65,3,2.2,261,112,1,312,2.4,157,66,0.5,12.5,0,111436,360,269803,1099,0.0,3.8,2.93,2.43,5.36,31.74,0.13,0.11,0.24,1.44,245.2,255,114,428.2,78,59,241.0,127,82,91.2,143,84,,,,33,
49,a,100.0,100.0,4.4,502,87,0,0,-1,1,0.2,343,129,41,2,3.2,114,23,5,185,2.0,181,49,0.5,9.3,2,53608,261,38056,1838,0.0,3.0,0.88,0.2,1.08,13.12,0.08,0.02,0.1,1.12,214.6,273,99,48.5,348,113,70.0,293,89,33.5,322,106,,,,33,
50,u,0.0,0.0,3.9,772,258,0,0,-1,1,0.5,264,102,5,0,1.0,449,155,0,11,0.0,445,151,0.0,1.3,0,256190,0,258759,515,0.0,0.0,0.0,0.02,0.02,2.23,0.0,0.01,0.01,1.66,22.8,465,169,7.2,462,161,0.0,519,182,3.0,486,171,,,,33,
725,a,,,5.3,148,89,0,0,-2,2,0.3,303,92,31,2,2.8,160,72,3,107,4.8,42,18,0.9,5.8,1,84006,408,42012,7941,0.0,8.6,1.65,0.05,1.7,3.75,0.56,0.02,0.58,1.26,134.8,346,157,31.4,388,208,159.0,190,117,32.2,331,165,,,,33,
179,s,0.0,0.0,6.1,76,48,0,0,-4,4,0.2,378,120,7,0,1.0,516,241,0,26,0.0,785,340,0.0,1.1,0,18572,49,43767,49,0.0,0.0,0.24,0.66,0.9,3.28,0.15,0.41,0.56,2.04,23.2,463,216,31.5,386,207,31.0,360,196,8.5,435,209,,,,33,
180,a,100.0,100.0,7.7,16,7,0,0,2,-2,6.7,60,11,113,2,4.2,39,13,15,392,1.2,270,27,0.2,14.7,2,5328347,16318,5054590,5809,1.2,1.2,11.47,1.87,13.34,26.23,0.51,0.08,0.59,1.17,503.0,116,12,358.0,98,6,925.0,8,5,177.5,31,7,,,,33,
181,a,,,5.7,95,62,0,0,-8,8,2.1,141,47,60,0,2.2,263,114,5,190,0.5,360,170,0.1,10.5,2,422762,278,1755054,2097,0.5,0.5,5.11,1.01,6.12,16.25,0.51,0.1,0.61,1.62,230.2,262,118,204.9,188,126,339.0,87,57,77.1,179,97,,,2.0,33,
182,a,100.0,100.0,10.6,3,2,0,0,1,-1,37.2,3,2,194,2,6.1,5,3,32,850,3.2,113,46,0.3,18.3,6,7128020,66358,7408024,56083,3.2,3.2,15.37,8.12,23.49,39.18,0.5,0.27,0.77,1.29,961.0,5,3,1109.3,2,2,945.0,7,3,301.6,2,2,1.0,1.0,1.0,33,
183,u,0.0,0.0,4.4,529,24,0,0,-1,1,0.1,409,55,0,0,0.0,675,81,0,0,0.0,584,80,0.0,0.0,0,2753,0,64866,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668,81,0.0,662,77,0.0,638,65,0.0,668,81,,,,33,
184,u,0.0,0.0,4.4,544,327,0,0,-1,1,0.1,452,158,7,0,1.0,472,214,0,22,0.0,594,208,0.0,1.6,0,41967,0,45693,51,0.0,0.0,0.16,0.15,0.31,3.17,0.08,0.08,0.16,1.62,30.4,449,207,9.2,459,232,19.0,393,209,5.9,460,219,,,,33,
575,u,0.0,0.0,4.0,675,186,0,0,0,0,0.0,675,228,0,0,0.0,614,210,0,0,0.0,482,171,0.0,0.0,0,0,0,3925,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608,211,0.0,592,209,0.0,552,197,0.0,608,211,,,,33,
581,a,100.0,100.0,4.2,622,34,0,0,-3,3,0.5,265,35,18,0,3.0,138,21,0,59,0.0,550,73,0.0,4.3,0,121669,164,107748,2477,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,1.47,157.6,321,29,0.0,647,71,0.0,614,55,15.9,398,29,,,,33,
176,u,0.0,0.0,4.5,374,59,0,0,0,0,0.0,774,260,0,0,0.0,691,258,0,0,0.0,611,248,0.0,0.0,0,0,0,457,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,259,0.0,679,258,0.0,659,255,0.0,685,259,,,,33,
177,a,100.0,100.0,6.0,80,52,0,0,-5,5,3.2,113,36,108,1,4.0,50,23,12,381,2.0,193,87,0.3,18.0,1,2476273,1840,2366439,1321,2.0,2.0,7.9,2.51,10.41,25.7,0.43,0.14,0.57,1.41,439.6,144,54,410.5,81,62,866.0,12,6,171.7,39,29,,,3.0,33,
185,a,,,4.5,378,17,0,0,0,0,7.2,53,10,101,2,3.7,75,11,9,379,3.8,76,6,0.8,22.4,2,2333540,13423,2010096,7335,3.8,3.8,0.0,0.02,0.02,33.85,0.0,0.0,0.0,1.25,664.0,44,12,10.0,456,16,0.0,662,69,67.3,212,12,,,,33,
187,a,,,4.2,606,142,0,0,-3,3,0.4,279,107,57,1,2.9,149,40,4,244,1.8,202,56,0.4,13.6,0,99596,369,83297,1190,1.8,1.8,0.9,0.22,1.12,17.98,0.07,0.02,0.09,1.32,309.8,210,76,47.3,350,114,88.0,264,76,44.8,285,88,,,,33,
189,i,0.0,0.0,4.3,583,130,0,0,-2,2,0.3,339,128,26,0,1.9,305,101,2,162,0.0,561,231,0.0,6.0,0,86569,16,109221,156,0.0,0.0,0.44,0.18,0.62,14.76,0.03,0.01,0.04,1.13,200.2,286,104,85.0,297,88,33.0,353,117,31.9,332,109,,,,33,
386,a,100.0,100.0,6.2,59,33,0,0,-3,3,1.0,213,67,81,1,3.0,147,65,3,349,3.2,111,45,0.5,13.1,0,508103,2792,488107,1092,3.2,3.2,1.92,2.99,4.91,22.61,0.1,0.16,0.26,1.23,320.2,201,87,484.6,65,51,389.0,73,48,119.2,95,62,,,,33,
560,a,100.0,100.0,6.1,75,47,0,0,-4,4,1.4,168,54,85,10,2.8,169,77,9,373,4.0,71,30,0.7,13.9,1,519735,14715,515170,2445,4.0,4.0,2.75,3.89,6.64,23.89,0.14,0.19,0.33,1.18,432.6,147,56,673.7,26,21,480.0,55,35,158.7,53,38,4.0,,,33,
621,u,0.0,0.0,5.9,84,55,0,0,-6,6,0.4,287,86,24,0,2.0,297,133,0,90,0.0,782,338,0.0,4.1,0,163911,0,170634,108,0.0,0.0,2.3,0.45,2.75,5.96,0.57,0.11,0.68,1.48,88.0,389,181,95.4,281,171,141.0,208,125,32.3,330,164,,,,33,
695,a,,,4.5,455,288,0,0,0,0,0.0,749,312,0,0,0.0,741,308,0,0,0.0,670,264,0.0,0.0,0,585,14,437,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736,305,0.0,730,305,0.0,715,298,0.0,736,305,,,,33,
696,a,,,4.5,459,292,0,0,0,0,0.0,655,266,13,6,2.2,255,107,0,48,1.5,229,105,0.3,2.9,0,2765,733,1299,55,1.5,1.5,0.2,0.26,0.46,1.12,0.19,0.24,0.43,1.05,66.0,410,190,62.2,333,191,30.0,362,198,15.7,401,195,,,,33,
774,a,,,4.0,731,235,0,0,0,0,0.0,741,253,0,0,0.0,658,247,0,0,0.0,533,215,0.0,0.0,0,362,14,190,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651,247,0.0,636,246,0.0,600,238,0.0,651,247,,,,33,
241,a,100.0,100.0,4.5,381,64,0,0,0,0,0.6,249,95,70,0,2.3,245,80,0,357,0.8,304,94,0.2,15.6,1,117588,5272,98742,990,1.3,0.8,0.99,0.31,1.3,33.64,0.03,0.01,0.04,1.12,519.2,100,37,72.5,315,97,149.0,196,40,74.1,189,55,,,,33,
242,a,,,3.9,755,76,0,0,-1,1,0.4,293,45,0,0,0.0,583,52,0,0,0.0,431,34,0.0,0.0,0,32950,229,43355,399,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574,53,0.0,551,34,0.0,506,14,0.0,574,53,,,,33,
