id,status,now_cost,selected_by_percent,form,event_points,cost_change_event,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,total_points,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index
341,a,5.5,2.6,0.0,0,0,4219,18331,0.0,0.0,4.3,3.8,0,0,0,4219,18331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,a,6.5,5.6,6.0,6,0,98864,13887,0.9,0.9,3.8,3.3,6,0,26,98864,13887,0,0.13,0.2,0.33,1.01,32.0,38.1,30.0,10.0
343,i,5.0,0.3,0.0,0,0,159,7715,0.0,0.0,0.0,0.0,0,0,0,159,7715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,a,4.0,0.2,0.0,0,0,681,603,0.0,0.0,2.5,2.0,0,0,0,681,603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,a,9.5,8.1,3.0,3,0,32989,21961,0.3,0.3,4.7,4.2,3,0,14,32989,21961,0,0.07,0.32,0.39,1.01,5.0,15.3,4.0,2.4
346,a,6.5,3.9,3.0,3,0,53298,12964,0.5,0.5,3.8,3.3,3,0,20,53298,12964,0,0.13,0.09,0.22,1.01,12.8,23.3,29.0,6.5
347,a,5.5,7.4,8.0,8,0,35978,11900,1.5,1.5,5.5,5.0,8,1,30,35978,11900,0,0.0,0.0,0.0,1.01,19.6,0.0,0.0,2.0
348,a,9.5,17.6,1.0,1,0,27346,77639,0.1,0.1,4.7,4.2,1,0,6,27346,77639,0,0.0,0.01,0.01,0.72,9.0,3.7,0.0,1.3
349,a,6.5,0.2,0.0,0,0,502,1559,0.0,0.0,3.8,2.5,0,0,0,502,1559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,a,6.0,32.6,7.0,7,0,79642,28888,1.2,1.2,4.7,4.2,7,1,30,79642,28888,0,0.03,0.02,0.05,1.01,23.2,3.3,5.0,3.2
351,a,15.0,52.3,7.0,7,0,93661,20318,0.5,0.5,5.5,5.0,7,2,31,93661,20318,0,0.28,0.0,0.28,1.01,36.4,0.6,38.0,7.5
352,u,7.0,0.3,0.0,0,0,0,13839,0.0,0.0,0.0,0.0,0,0,0,0,13839,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,a,5.5,0.9,0.0,0,0,1769,10148,0.0,0.0,4.3,3.8,0,0,0,1769,10148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,a,5.5,1.0,11.0,11,0,48459,3202,2.0,2.0,3.5,3.0,11,3,36,48459,3202,1,0.13,0.02,0.15,1.01,55.6,4.9,9.0,7.0
355,a,4.5,1.0,6.0,6,0,38371,3324,1.3,1.3,3.4,2.9,6,0,22,38371,3324,0,0.0,0.01,0.01,1.01,15.0,3.3,8.0,2.6
356,a,5.0,0.0,0.0,0,0,226,394,0.0,0.0,3.1,2.6,0,0,0,226,394,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,a,5.0,0.1,0.0,0,0,207,730,0.0,0.0,3.1,2.6,0,0,0,207,730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,a,5.5,0.9,0.0,0,0,235,5029,0.0,0.0,5.5,5.0,0,0,0,235,5029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,i,6.5,3.5,0.0,0,0,828,120843,0.0,0.0,0.0,0.0,0,0,0,828,120843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,a,5.5,4.0,6.0,6,0,30002,8512,1.1,1.1,4.3,3.8,6,0,27,30002,8512,0,0.0,0.0,0.0,1.01,14.2,0.5,0.0,1.5
362,a,5.5,2.3,0.0,0,0,3632,14297,0.0,0.0,4.3,3.8,0,0,0,3632,14297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,a,5.5,9.3,0.0,0,0,12976,56387,0.0,0.0,4.3,3.8,0,0,0,12976,56387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,d,6.5,0.5,1.0,1,0,6187,6001,0.2,0.2,2.9,3.3,1,0,8,6187,6001,0,0.0,0.16,0.16,0.3,11.6,36.4,4.0,5.2
364,a,5.0,3.5,3.0,3,0,13757,13411,0.6,0.6,1.6,1.6,3,0,11,13757,13411,0,0.0,0.13,0.13,0.21,7.4,19.1,6.0,3.3
365,a,6.0,0.3,0.0,0,0,902,3454,0.0,0.0,2.2,2.2,0,0,0,902,3454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,a,8.5,19.3,3.0,3,0,22257,57906,0.4,0.4,2.9,2.9,3,0,10,22257,57906,0,1.19,0.03,1.22,0.44,15.0,8.3,49.0,7.2
367,a,4.5,0.1,0.0,0,0,84,662,0.0,0.0,2.2,2.2,0,0,0,84,662,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,a,5.0,0.6,3.0,3,0,8748,3452,0.6,0.6,1.6,1.6,3,0,19,8748,3452,0,0.16,0.5,0.66,0.44,26.8,39.9,13.0,8.0
369,a,5.0,8.7,7.0,7,0,45956,18216,1.4,1.4,2.4,2.4,7,1,26,45956,18216,0,0.0,0.02,0.02,0.44,13.4,4.8,0.0,1.8
370,a,5.5,0.2,0.0,0,0,532,2320,0.0,0.0,2.0,2.0,0,0,0,532,2320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,a,4.5,0.1,1.0,1,0,238,837,0.2,0.2,1.9,1.9,1,0,2,238,837,0,0.0,0.0,0.0,0.06,1.4,0.0,0.0,0.1
372,a,6.5,17.8,4.0,4,0,48759,53946,0.6,0.6,2.3,2.3,4,0,11,48759,53946,0,0.68,0.09,0.77,0.23,21.2,25.0,9.0,5.5
373,a,4.5,0.1,0.0,0,0,376,906,0.0,0.0,1.0,1.0,0,0,0,376,906,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,a,4.0,0.2,0.0,0,0,524,547,0.0,0.0,1.0,1.0,0,0,0,524,547,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,i,7.0,0.6,0.0,0,0,301,13357,0.0,0.0,0.0,0.0,0,0,0,301,13357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,a,4.5,0.2,0.0,0,0,125,1907,0.0,0.0,1.9,1.9,0,0,0,125,1907,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,a,5.0,0.7,5.0,5,0,5922,2018,1.0,1.0,2.4,2.4,5,0,22,5922,2018,0,0.0,0.01,0.01,0.38,19.6,1.6,0.0,2.1
378,a,5.5,6.3,3.0,3,0,21375,25611,0.5,0.5,2.0,2.0,3,0,21,21375,25611,0,0.03,0.01,0.04,0.38,12.0,3.7,1.0,1.7
379,i,4.5,0.0,0.0,0,0,19,259,0.0,0.0,0.0,0.0,0,0,0,19,259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,a,4.5,5.6,7.0,7,0,43436,8752,1.6,1.6,1.9,1.9,7,1,26,43436,8752,0,0.0,0.02,0.02,0.44,19.4,11.9,0.0,3.1
381,a,5.0,1.0,1.0,1,0,1486,6740,0.2,0.2,1.6,1.6,1,0,3,1486,6740,0,0.0,0.0,0.0,0.06,0.6,0.1,0.0,0.1
382,a,6.5,0.3,2.0,2,0,1077,1742,0.3,0.3,2.3,2.3,2,0,-1,1077,1742,0,0.3,0.03,0.33,0.21,10.2,22.8,25.0,5.8
383,a,5.0,6.4,6.0,6,0,20410,13443,1.2,1.2,3.1,3.1,6,0,25,20410,13443,0,0.0,0.0,0.0,0.44,16.8,0.0,0.0,1.7
384,a,5.0,0.0,0.0,0,0,53,243,0.0,0.0,1.6,1.6,0,0,0,53,243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,a,7.0,4.6,3.0,3,0,9597,22899,0.4,0.4,2.5,2.5,3,0,5,9597,22899,0,0.0,0.11,0.11,0.44,4.6,14.8,8.0,2.7
386,a,6.4,0.3,0.0,0,-1,376,6229,0.0,0.0,2.3,2.3,0,0,0,376,6229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,i,5.0,0.6,0.0,0,0,56,18389,0.0,0.0,0.0,0.0,0,0,0,56,18389,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,a,7.0,3.4,8.0,8,0,86317,10962,1.1,1.1,2.2,2.2,8,3,33,86317,10962,0,0.07,0.0,0.07,0.23,33.2,1.8,17.0,5.2
572,i,4.5,0.2,0.0,0,0,80,4684,0.0,0.0,0.0,0.0,0,0,0,80,4684,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,a,5.0,3.9,1.0,1,0,17654,29240,0.2,0.2,2.4,2.4,1,0,3,17654,29240,0,0.0,0.0,0.0,0.06,0.2,0.0,0.0,0.0
594,a,4.5,6.1,8.0,8,0,245250,7353,1.8,1.8,1.9,1.9,8,2,32,245250,7353,1,0.0,0.01,0.01,0.38,14.0,2.4,0.0,1.6
613,a,4.5,0.0,0.0,0,0,249,59,0.0,0.0,1.0,1.0,0,0,0,249,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,a,4.0,0.8,0.0,0,0,3908,3986,0.0,0.0,1.5,2.0,0,0,0,3908,3986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,a,6.0,0.9,0.0,0,0,2659,12730,0.0,0.0,2.7,3.2,0,0,0,2659,12730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,a,6.5,0.5,1.0,1,0,852,3720,0.2,0.2,2.8,3.3,1,0,1,852,3720,0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
393,i,4.5,0.0,0.0,0,0,52,236,0.0,0.0,0.0,0.0,0,0,0,52,236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,a,6.5,3.4,3.0,3,0,7828,14328,0.5,0.5,2.8,3.3,3,0,14,7828,14328,0,0.0,0.04,0.04,1.77,21.2,1.8,0.0,2.3
395,a,4.5,16.9,5.0,5,0,47664,18363,1.1,1.1,2.4,2.9,5,0,18,47664,18363,0,0.0,0.0,0.0,1.77,17.4,0.0,0.0,1.7
396,a,4.5,1.2,0.0,0,0,860,12143,0.0,0.0,2.7,3.2,0,0,0,860,12143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,a,5.0,0.0,0.0,0,0,78,281,0.0,0.0,2.1,2.6,0,0,0,78,281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,a,7.5,25.2,3.0,3,0,16371,85270,0.4,0.4,3.1,3.6,3,0,12,16371,85270,0,0.0,0.02,0.02,1.33,2.4,12.8,2.0,1.7
399,a,4.5,4.9,5.0,5,0,13959,6204,1.1,1.1,2.4,2.9,5,0,17,13959,6204,0,0.0,0.02,0.02,1.33,14.2,14.7,2.0,3.1
400,a,4.5,0.1,0.0,0,0,281,359,0.0,0.0,1.5,2.0,0,0,0,281,359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,a,8.5,58.9,5.0,5,0,62201,69217,0.6,0.6,3.1,3.6,5,0,22,62201,69217,0,0.0,0.08,0.08,1.77,25.6,10.8,6.0,4.2
402,a,5.5,2.1,1.0,1,0,2466,7773,0.2,0.2,2.5,3.0,1,0,9,2466,7773,0,0.0,0.01,0.01,0.2,5.0,0.9,0.0,0.6
403,a,6.0,1.7,11.0,11,0,69285,5589,1.8,1.8,2.7,3.2,11,3,34,69285,5589,1,0.22,0.01,0.23,1.77,53.8,1.2,24.0,7.9
404,a,4.5,0.1,1.0,1,0,124,696,0.2,0.2,2.4,2.9,1,0,4,124,696,0,0.0,0.0,0.0,0.44,9.2,0.0,0.0,0.9
405,a,4.5,0.1,6.0,6,0,1689,325,1.3,1.3,2.4,2.9,6,0,21,1689,325,0,0.0,0.0,0.0,1.58,16.0,0.0,6.0,2.2
406,a,4.5,0.0,0.0,0,0,155,236,0.0,0.0,1.5,2.0,0,0,0,155,236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,i,4.5,0.0,0.0,0,0,11,54,0.0,0.0,0.0,0.0,0,0,0,11,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,a,4.0,0.4,0.0,0,0,1502,2067,0.0,0.0,1.5,2.0,0,0,0,1502,2067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,a,4.5,1.8,7.0,7,0,38236,3741,1.6,1.6,2.4,2.9,7,1,25,38236,3741,0,0.0,0.0,0.0,1.77,20.0,0.6,0.0,2.1
410,a,5.0,1.1,3.0,3,0,2206,3526,0.6,0.6,2.1,2.6,3,0,11,2206,3526,0,0.0,0.01,0.01,1.77,9.4,1.3,4.0,1.5
411,i,5.0,0.0,0.0,0,0,7,28,0.0,0.0,0.0,0.0,0,0,0,7,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,a,4.5,0.1,0.0,0,0,59,758,0.0,0.0,2.7,3.2,0,0,0,59,758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,a,5.0,7.4,9.0,9,0,83224,9642,1.8,1.8,3.6,4.1,9,2,27,83224,9642,1,0.0,0.0,0.0,1.77,25.2,0.0,0.0,2.5
414,a,4.0,0.3,0.0,0,0,614,584,0.0,0.0,1.5,2.0,0,0,0,614,584,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,s,5.5,1.7,-2.0,-2,0,222,39526,-0.4,-0.4,0.0,2.8,-2,0,-8,222,39526,0,0.04,0.0,0.04,0.2,0.0,0.3,5.0,0.1
416,a,4.0,0.4,0.0,0,0,1601,3041,0.0,0.0,1.5,0.5,0,0,0,1601,3041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,s,5.5,0.1,0.0,0,0,163,275,0.0,0.0,0.0,0.0,0,0,0,163,275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,a,6.0,12.7,0.0,0,0,7865,112554,0.0,0.0,3.7,4.2,0,0,0,7865,112554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,a,4.5,0.4,0.0,0,0,2510,2624,0.0,0.0,1.5,2.0,0,0,0,2510,2624,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,a,5.0,0.2,0.0,0,0,488,1337,0.0,0.0,2.1,2.6,0,0,0,488,1337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,i,7.0,0.1,0.0,0,0,54,1823,0.0,0.0,0.0,0.0,0,0,0,54,1823,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,a,4.0,0.1,0.0,0,0,321,673,0.0,0.0,1.5,2.0,0,0,0,321,673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,a,5.0,0.1,0.0,0,0,691,997,0.0,0.0,1.9,2.4,0,0,0,691,997,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,d,4.5,1.2,1.0,1,0,760,9202,0.2,0.2,1.8,1.9,1,0,4,760,9202,0,0.02,0.02,0.04,0.55,5.2,2.1,1.0,0.8
423,a,5.0,0.2,1.0,1,0,363,737,0.2,0.2,2.1,1.6,1,0,4,363,737,0,0.0,0.01,0.01,0.59,5.4,1.5,8.0,1.5
424,a,6.0,0.9,1.0,1,0,2296,9059,0.2,0.2,2.5,2.0,1,0,6,2296,9059,0,0.12,0.03,0.15,0.59,3.4,1.0,19.0,2.3
425,a,4.5,0.3,2.0,2,0,1234,833,0.4,0.4,2.4,1.9,2,0,10,1234,833,0,0.07,0.0,0.07,1.22,32.0,0.1,17.0,4.9
426,a,4.5,0.1,0.0,0,0,213,385,0.0,0.0,1.5,1.0,0,0,0,213,385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,a,4.5,0.3,0.0,0,0,243,3689,0.0,0.0,2.7,2.2,0,0,0,243,3689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,a,4.5,0.1,0.0,0,0,189,360,0.0,0.0,1.5,1.0,0,0,0,189,360,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,i,5.0,0.1,1.0,1,0,72,1387,0.2,0.2,0.0,1.6,1,0,1,72,1387,0,0.0,0.0,0.0,0.28,0.0,0.1,0.0,0.0
430,a,5.0,0.2,0.0,0,0,958,1832,0.0,0.0,1.9,1.4,0,0,0,958,1832,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,a,5.0,0.0,1.0,1,0,46,221,0.2,0.2,2.1,1.6,1,0,3,46,221,0,0.0,0.09,0.09,0.67,6.2,5.7,4.0,1.6
432,d,5.5,2.1,1.0,1,0,1462,23005,0.2,0.2,1.9,2.0,1,0,13,1462,23005,0,0.02,0.16,0.18,0.55,10.4,25.1,9.0,4.5
433,a,6.5,4.7,2.0,2,0,5927,18407,0.3,0.3,2.8,2.3,2,0,8,5927,18407,0,0.1,0.07,0.17,1.22,9.8,41.3,14.0,6.5
434,a,5.5,3.5,3.0,3,0,7873,9505,0.5,0.5,2.5,2.0,3,0,13,7873,9505,0,0.07,0.2,0.27,0.63,12.2,41.7,28.0,8.2
435,a,4.5,0.0,0.0,0,0,150,241,0.0,0.0,1.5,1.0,0,0,0,150,241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,a,4.5,0.5,2.0,2,0,797,1292,0.4,0.4,2.4,1.9,2,0,14,797,1292,0,0.0,0.0,0.0,1.22,19.8,1.0,0.0,2.1
437,a,4.5,0.5,1.0,1,0,1213,1451,0.2,0.2,2.4,1.9,1,0,9,1213,1451,0,0.03,0.13,0.16,1.22,21.8,30.9,6.0,5.9
438,a,4.5,0.1,0.0,0,0,23,393,0.0,0.0,2.4,1.9,0,0,0,23,393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,u,5.0,0.0,0.0,0,0,0,26,0.0,0.0,0.0,0.0,0,0,0,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,a,4.5,0.1,0.0,0,0,17,417,0.0,0.0,2.4,1.9,0,0,0,17,417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,u,4.0,0.0,0.0,0,0,0,22,0.0,0.0,0.0,0.0,0,0,0,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,a,4.5,2.3,2.0,2,0,16939,6462,0.4,0.4,1.5,1.0,2,0,13,16939,6462,0,0.0,0.01,0.01,1.22,14.8,2.5,4.0,2.1
443,a,4.5,1.2,3.0,3,0,6450,2737,0.7,0.7,2.7,2.2,3,0,13,6450,2737,0,0.0,0.0,0.0,1.22,23.8,0.0,0.0,2.4
444,a,4.5,0.1,1.0,1,0,43,357,0.2,0.2,2.4,1.9,1,0,0,43,357,0,0.02,0.01,0.03,0.67,9.6,3.0,6.0,1.9
445,a,4.0,19.4,0.0,0,0,14128,25626,0.0,0.0,1.5,1.0,0,0,0,14128,25626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,a,4.5,1.6,0.0,0,0,10621,7423,0.0,0.0,1.5,1.0,0,0,0,10621,7423,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,a,6.0,6.3,9.0,9,0,62996,11849,1.5,1.5,2.5,2.0,9,3,30,62996,11849,0,0.71,0.02,0.73,0.63,32.2,5.7,21.0,5.9
448,a,4.5,0.1,0.0,0,0,19,434,0.0,0.0,2.4,1.9,0,0,0,19,434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,a,5.0,0.2,7.0,7,0,8312,1277,1.4,1.4,2.1,1.6,7,2,29,8312,1277,0,0.24,0.03,0.27,0.94,12.4,16.9,36.0,6.5
573,a,4.5,0.2,0.0,0,0,118,1192,0.0,0.0,2.4,1.9,0,0,0,118,1192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,a,6.0,0.1,0.0,0,0,426,1422,0.0,0.0,2.7,2.2,0,0,0,426,1422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,a,5.0,1.3,1.0,1,0,4468,5277,0.2,0.2,0.9,0.4,1,0,4,5837,6788,0,0.19,0.0,0.19,0.0,1.0,0.1,22.0,2.3
188,a,4.5,0.3,0.0,0,0,2114,1682,0.0,0.0,0.5,0.0,0,0,0,2114,1682,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,a,5.0,0.1,1.0,1,0,280,600,0.2,0.2,1.1,0.6,1,0,4,280,600,0,0.07,0.03,0.1,0.0,8.4,15.9,19.0,4.3
451,a,4.5,0.1,1.0,1,0,1217,554,0.2,0.2,0.5,0.0,1,0,4,1217,554,0,0.02,0.13,0.15,0.0,4.0,15.0,6.0,2.5
452,a,5.0,0.1,2.0,2,0,444,278,0.4,0.4,1.1,0.6,2,0,18,444,278,0,0.05,0.44,0.49,0.25,14.8,27.9,9.0,5.2
453,a,5.5,1.7,2.0,2,0,7411,6486,0.4,0.4,1.2,0.7,2,0,5,7411,6486,0,0.71,0.08,0.79,0.25,7.8,12.9,37.0,5.8
454,a,4.5,0.3,0.0,0,0,291,1614,0.0,0.0,1.7,1.2,0,0,0,291,1614,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,a,4.0,1.6,2.0,2,0,30163,4234,0.5,0.5,0.5,0.0,2,0,13,30163,4234,0,0.0,0.03,0.03,0.25,18.4,12.7,2.0,3.3
456,a,4.0,0.3,0.0,0,0,595,1195,0.0,0.0,0.5,0.0,0,0,0,595,1195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,a,4.0,0.2,0.0,0,0,291,647,0.0,0.0,0.5,0.0,0,0,0,291,647,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,a,4.5,0.1,0.0,0,0,241,415,0.0,0.0,0.5,0.0,0,0,0,241,415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,a,5.0,0.0,0.0,0,0,71,195,0.0,0.0,1.1,0.6,0,0,0,71,195,0,0.0,0.15,0.15,0.0,6.8,18.5,16.0,4.1
460,a,4.0,0.2,0.0,0,0,331,653,0.0,0.0,0.5,0.0,0,0,0,331,653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,a,4.0,10.5,1.0,1,0,19892,9976,0.2,0.2,0.5,0.0,1,0,6,19892,9976,0,0.0,0.02,0.02,0.25,17.6,14.0,6.0,3.8
462,i,5.0,0.0,0.0,0,0,5,73,0.0,0.0,0.0,0.0,0,0,0,5,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,i,5.0,0.0,0.0,0,0,8,592,0.0,0.0,0.0,0.0,0,0,0,8,592,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,i,4.0,0.1,0.0,0,0,32,986,0.0,0.0,0.0,0.0,0,0,0,32,986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,a,4.0,0.3,0.0,0,0,438,375,0.0,0.0,0.5,0.0,0,0,0,438,375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,a,4.0,0.3,0.0,0,0,378,305,0.0,0.0,0.5,0.0,0,0,0,378,305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,a,4.5,0.1,0.0,0,0,47,461,0.0,0.0,1.4,0.9,0,0,0,47,461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,a,5.0,0.1,0.0,0,0,238,748,0.0,0.0,0.9,0.4,0,0,0,238,748,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,a,4.5,0.2,2.0,2,0,1025,531,0.4,0.4,1.7,1.2,2,0,2,1025,531,0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
470,a,5.0,0.1,0.0,0,0,337,837,0.0,0.0,0.9,0.4,0,0,0,337,837,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,a,5.0,0.1,2.0,2,0,215,227,0.4,0.4,1.1,0.6,2,0,13,215,227,0,0.31,0.25,0.56,0.25,4.8,7.7,28.0,4.1
472,a,4.0,0.3,1.0,1,0,2812,870,0.2,0.2,0.5,0.0,1,0,6,2812,870,0,0.0,0.04,0.04,0.25,12.2,16.6,4.0,3.3
473,i,4.5,0.7,0.0,0,0,540,4901,0.0,0.0,0.0,0.0,0,0,0,540,4901,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,a,4.5,0.2,1.0,1,0,318,471,0.2,0.2,1.4,0.9,1,0,6,318,471,0,0.0,0.22,0.22,0.25,6.0,15.1,2.0,2.3
475,a,4.0,5.6,0.0,0,0,4003,14338,0.0,0.0,0.5,0.0,0,0,0,4003,14338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,a,4.5,0.5,2.0,2,0,1268,1162,0.4,0.4,1.4,0.9,2,0,8,1268,1162,0,0.06,0.08,0.14,0.25,2.0,10.9,8.0,2.1
477,a,4.0,1.3,0.0,0,0,4712,3943,0.0,0.0,0.5,0.0,0,0,0,4712,3943,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,a,5.0,0.1,2.0,2,0,147,231,0.4,0.4,1.1,0.6,2,0,12,147,231,0,0.11,0.1,0.21,0.25,19.4,43.3,7.0,7.0
584,a,5.5,0.7,1.0,1,0,2400,2693,0.2,0.2,1.5,1.0,1,0,-2,2400,2693,0,0.3,0.02,0.32,0.25,2.6,14.0,16.0,3.3
608,a,4.5,0.0,1.0,1,0,696,237,0.2,0.2,0.5,0.0,1,0,6,696,237,0,0.0,0.02,0.02,0.0,2.8,12.3,0.0,1.5
82,a,7.5,29.5,2.0,2,0,79463,59073,0.3,0.3,2.4,2.9,2,0,17,79463,59073,0,0.34,0.15,0.49,1.02,19.0,15.3,61.0,9.5
478,a,4.0,0.5,0.0,0,0,2464,2127,0.0,0.0,1.0,1.5,0,0,0,2464,2127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,a,4.0,0.4,0.0,0,0,1406,943,0.0,0.0,1.0,1.5,0,0,0,1406,943,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,d,5.0,0.3,1.0,1,0,2052,2240,0.2,0.2,0.8,2.1,1,0,15,2052,2240,0,0.27,0.04,0.31,0.9,9.8,4.8,29.0,4.4
481,a,4.5,0.9,1.0,1,0,3250,1966,0.2,0.2,1.0,1.5,1,0,9,3250,1966,0,0.06,0.14,0.2,0.12,11.8,19.4,5.0,3.6
